cod_producto_comercial;cod_modalidad;fec_alta;cod_pais;fec_baja;ind_obliga_peso;peso_min;peso_max;importe_min;importe_max;fec_creacion;fec_actualizacion
PAAZX1;DOURUA;2024-04-19 00:00:00;TGO;;t;1.000;30000.000;0.00;0.00;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZX1;DOURUA;2024-04-19 00:00:00;UGA;;t;1.000;30000.000;0.00;0.00;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZX1;DOURUA;2024-04-19 00:00:00;DJI;;t;1.000;30000.000;0.00;0.00;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZX1;DOURUA;2024-04-19 00:00:00;ZMB;;t;1.000;30000.000;0.00;0.00;2024-04-19 00:00:00;2024-04-19 00:00:00
PAAZX1;DOURUA;2024-04-19 00:00:00;ZWE;;t;1.000;30000.000;0.00;0.00;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;ESP;;t;1.000;1500000.000;0.00;0.00;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;AND;;t;1.000;1500000.000;0.00;0.00;2024-04-19 00:00:00;2024-04-19 00:00:00
LOHXZ1;DOURUA;2024-04-19 00:00:00;PRT;;t;1.000;1500000.000;0.00;0.00;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESTREG;2024-04-19 00:00:00;ESP;;t;1.000;15000000.000;0.00;0.00;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESTESP;2024-04-19 00:00:00;ESP;;t;1.000;15000000.000;0.00;0.00;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA1;ESPESP;2024-04-19 00:00:00;ESP;;t;1.000;15000000.000;0.00;0.00;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA3;ESTESP;2024-04-19 00:00:00;ESP;;t;1.000;15000000.000;0.00;0.00;2024-04-19 00:00:00;2024-04-19 00:00:00
OSIXAA4;ESTESP;2024-04-19 00:00:00;ESP;;t;1.000;15000000.000;0.00;0.00;2024-04-19 00:00:00;2024-04-19 00:00:00
EDKVAB2;CUBOFO;2024-06-06 00:00:00;ESP;;t;0.000;0.000;0.01;2499.99;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;CUBOFO;2024-06-06 00:00:00;AND;;t;0.000;0.000;0.01;2499.99;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;OFIOFO;2024-06-06 00:00:00;ESP;;t;0.000;0.000;0.01;2499.99;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;OFIOFO;2024-06-06 00:00:00;AND;;t;0.000;0.000;0.01;2499.99;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;DOMOFO;2024-06-06 00:00:00;ESP;;t;0.000;0.000;0.01;499.99;2024-06-06 00:00:00;2024-06-06 00:00:00
EDKVAB2;DOMOFO;2024-06-06 00:00:00;AND;;t;0.000;0.000;0.01;499.99;2024-06-06 00:00:00;2024-06-06 00:00:00
POAXAC1;NTAPEU;2024-08-30 00:00:00;ESP;;t;1.000;2000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
OSIXAG2;PAIMAR;2025-07-14 00:00:00;ESP;;t;0.000;0.000;0.00;0.00;2025-07-14 00:00:00;2025-07-14 00:00:00
OSIXAG6;PAIMAR;2025-07-14 00:00:00;ESP;;t;0.000;0.000;0.00;0.00;2025-07-14 00:00:00;2025-07-14 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;BEL;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;BDI;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;AZE;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;AUT;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;AUS;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;ATG;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;ASM;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;ASC;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;ARM;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;ARG;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;ARE;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;ANT;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;ALB;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;AIA;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;AFG;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;ABW;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;AGO;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MAR;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;RUS;2025-07-25 00:00:00;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2025-07-25 00:00:00
PAGXJ3;BUUAOF;2024-10-17 00:00:00;RUS;2025-07-25 00:00:00;t;1.000;2000.000;0.00;0.00;2024-10-17 00:00:00;2025-07-25 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;ARG;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;ABW;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;BMU;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;CUB;;t;1.000;10000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;CYM;;t;1.000;10000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;TTO;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;AUS;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAGXJ1;BUUAOF;2023-10-31 00:00:00;REU;2025-08-18 10:00:00;t;1.000;2000.000;0.00;0.00;2023-10-31 00:00:00;2023-10-31 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;BHR;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
OSIXUS2;NA;2025-09-09 00:00:00;USA;;f;0.000;0.000;0.00;0.00;2025-09-09 00:00:00;2025-09-09 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;ISR;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;KAZ;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;MNG;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;MMR;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;VUT;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;AGO;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;GMB;;t;1.000;10000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;GNQ;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;LBY;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;MWI;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
PAFXB1;ORUAOF;2025-06-30 00:00:00;ESP;;t;1.000;40000.000;0.00;0.00;2025-06-30 00:00:00;2025-06-30 00:00:00
PAFXB1;ORUAOF;2025-06-30 00:00:00;AND;;t;1.000;40000.000;0.00;0.00;2025-06-30 00:00:00;2025-06-30 00:00:00
PAAXH3;DOUAOF;2024-08-30 00:00:00;ZWE;;t;1.000;20000.000;0.00;0.00;2024-08-30 00:00:00;2024-08-30 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;ZWE;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;ZMB;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;ZAF;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;YEM;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;XXM;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;XXA;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;XKX;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;WSM;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;WLF;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;VUT;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;VNM;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;VIR;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;VGB;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;VEN;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;VCT;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;VAT;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;UZB;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;USA;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;URY;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;UMI;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;UKR;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;UGA;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;TZA;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;TWN;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;TUV;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;TUR;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;TUN;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;TTO;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;TON;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;TLS;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;TKM;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;TJK;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;THA;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;TGO;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;TCD;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;TCA;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;TAA;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SYR;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SYC;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SWZ;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SWE;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SVN;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SVK;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SUR;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;STP;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SSD;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SRB;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SPM;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SOM;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SMR;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SLV;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SLE;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SLB;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SHN;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SGS;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SGP;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SEN;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SDN;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;SAU;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;RWA;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;RUS;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;ROU;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;REU;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;QAT;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;PYF;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;PSE;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;PRY;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;PRT;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;PRK;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;PRI;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;POL;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;PNG;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;PLW;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;PHL;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;PER;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;PCN;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;PAN;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;PAK;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;OMN;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;NZL;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;NRU;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;NPL;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;NOR;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;NLD;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;NIC;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;NGA;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;NFK;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;NER;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;NCL;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;NAM;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MYT;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MYS;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MWI;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MUS;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MTQ;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MSR;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MRT;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MOZ;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MNP;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MNG;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MNE;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MMR;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MLT;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MLI;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MKD;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MHL;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
LQBUTOOF1;BUUAOF;2025-05-26 00:00:00;MEX;;t;1000.000;2000000.000;0.00;0.00;2025-05-26 00:00:00;2025-05-26 00:00:00
